,Song Artist,Song Title,Part,Chords,Lyrics,Genre
1890,Bruno Mars,WHEN I WAS YOUR MAN,chorus,C Am Em Bb C G F G C F G C F G Am Dm F Fm C, It all just sounds like oooooh. Hmmm... Too young too dumb to realize  That I should ve bought you flowers And held your hand Should ve gave you all my hours When I had the chance Take you to every party Cause all you wanted to do was dance Now my babys dancing But shes dancing with another man  ,pop
1891,Bruno Mars,WHEN I WAS YOUR MAN,instrumental,C - F - C - C,,pop
1892,Bruno Mars,WHEN I WAS YOUR MAN,verse,Am C Dm G Dm C C Am C Dm G C, My pride my ego my needs and my selfish ways Caused a good strong woman like you to walk out my life Now I never never get to clean up the mess I made ohhhhhhh And it haunts me every time I close my eyes  ,pop
1893,Bruno Mars,WHEN I WAS YOUR MAN,chorus,C Am Em Bb C G F G C F G C F G Am Dm F Fm C, It all just sounds like oooooh. Hmmm... Too young too dumb to realize  That I should ve bought you flowers And held your hand Should ve gave you all my hours When I had the chance Take you to every party Cause all you wanted to do was dance Now my babys dancing But shes dancing with another man  ,pop
1894,Bruno Mars,WHEN I WAS YOUR MAN,bridge,F G C G Am G Dm F G F G C F G C C F G Am Dm F Fm C Dm F Fm C, Although it hurts Ill be the first to say that I was wrong oh I know Im probably much too late To try and apologize for my mistakes But I just want you to know  I hope he buys you flowers I hope he holds your hand Gives you all his hours When he has the chance Take you to every party Cause I remember how much you loved to dance Do all the things I should ve done When I was your man Do all the things I should ve done When I was your man!,pop
1895,Lana Del Rey,VIDEO GAMES,intro,F#m A F#m A C#m D F#m A F#m A C#m D,,pop
1896,Lana Del Rey,VIDEO GAMES,verse,F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m C#m D,Swinging in the backyard Pull up in your fast car Whistling my name  Open up a beer And you take it over here And play a video game  Im in his favorite sun dress Watching me get undressed Take that body downtown  I say you the bestest Lean in for a big kiss Put his favorite perfume on Go play a video game ,pop
1897,Lana Del Rey,VIDEO GAMES,chorus,E D A G F#m D A G F#m D Dm F#m,Its you its you its all for you  Everything I do I tell you all the time Heaven is a place on earth with you Tell me all the things you want to do  I heard that you like the bad girls Honey is that true? Its better than I ever even knew They say that the world was built for two Only worth living if somebody is loving you Baby now you do ,pop
1898,Lana Del Rey,VIDEO GAMES,instrumental,F#m A F#m A C#m D,,pop
1899,Lana Del Rey,VIDEO GAMES,verse,F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m A F#m A C#m D F#m C#m D,Singing in the old bars Swinging with the old stars Living for the fame  Kissing in the blue dark Playing pool and wild darts Video games  He holds me in his big arms Drunk and I am seeing stars This is all I think of  Watching all our friends fall In and out of Old Pauls This is my idea of fun Playing video games ,pop
1900,Lana Del Rey,VIDEO GAMES,chorus,E D A G F#m D A G F#m D Dm F#m,Its you its you its all for you  Everything I do I tell you all the time Heaven is a place on earth with you Tell me all the things you want to do  I heard that you like the bad girls Honey is that true? Its better than I ever even knew They say that the world was built for two Only worth living if somebody is loving you Baby now you do ,pop
1901,Lana Del Rey,VIDEO GAMES,interlude,A F#m A C#m D,Now you do now you do now you do ,pop
1902,Lana Del Rey,VIDEO GAMES,chorus,E D A G F#m D A G F#m D Dm F#m,Its you its you its all for you  Everything I do I tell you all the time Heaven is a place on earth with you Tell me all the things you want to do  I heard that you like the bad girls Honey is that true? Its better than I ever even knew They say that the world was built for two Only worth living if somebody is loving you Baby now you do ,pop
1903,Lana Del Rey,VIDEO GAMES,outro,A F#m A C#m D A F#m A C#m D,Now you do now you do now you do Now you do now you do now you do,pop
1904,Shawn Mendes,IMAGINATION,intro,Am F C G,,pop
1905,Shawn Mendes,IMAGINATION,verse 1,Am F C G Am F C G,Oh there she goes again every morning its the same You walk on by my house I wanna call out your name. I wanna tell you how beautiful you are from where Im standing You got me thinking what we could be cause  ,pop
1906,Shawn Mendes,IMAGINATION,pre-chorus,Am F C G Am F C G,I keep craving craving you You dont know it but its true Cant get my mouth to say the words they wanna say to you. This is typical of love Cant wait anymore I wont wait I need to tell ya how I feel when I see us together  forever.  ,pop
1907,Shawn Mendes,IMAGINATION,chorus,C G F G C G F G F Fm Gm Ab Bb,In my dreams youre with me Well be everything I want us to be. And from there who knows? Maybe this will be the night that we kiss For the first time. Or is that just me in my i-magina-tion?  ,pop
1908,Shawn Mendes,IMAGINATION,verse 2,Am F C G Am F C G Am, We walked we laughed we spent our time walking by the ocean side My hands are gently intertwined a feeling I just cant describe. All this time we spent alone thinking we could not belong To something so damn beautiful so damn beautiful.  ,pop
1909,Shawn Mendes,IMAGINATION,pre-chorus,Am F C G Am F C G,I keep craving craving you Dont know it but its true Cant get my mouth to say the words they wanna say to you. This is typical of love Cant wait anymore I wont wait I need to tell ya how I feel when I see us together  forever.  ,pop
1910,Shawn Mendes,IMAGINATION,chorus,C G F G C G F G F Fm,In my dreams youre with me Well be everything I want us to be. And from there who knows? Maybe this will be the night that we kiss For the first time. Or is that just me in my imagination?  ,pop
1911,Shawn Mendes,IMAGINATION,bridge,Am F Am F C G F G,Oooohhh...Imagination Oooohhh...Imagination   ,pop
1912,Shawn Mendes,IMAGINATION,chorus,C G F G C G F G F Fm,In my dreams youre with me Well be everything I want us to be. And from there who knows? Maybe this will be the night that we kiss For the first time. Or is that just me in my imagination?  ,pop
1913,Shawn Mendes,IMAGINATION,pre-chorus,Am F C G C,I keep craving craving you Dont know it but its true Cant get my mouth to say the words they wanna say to you.,pop
1914,Shawn Mendes,STITCHES,verse 1,Am G C F Am G C F Am G C F Am G C F,I thought that Ive been hurt before But no ones ever left me quite this sore Your words cut deeper than a knife Now I need someone to breathe me back to life  ,pop
1915,Shawn Mendes,STITCHES,pre-chorus,F G Am F G Am,Got a feeling that Im going under But I know that Ill make it out alive If I quit calling you my lover Move on  ,pop
1916,Shawn Mendes,STITCHES,chorus,Am G C F Am G F C Am G C F Am G F C,You watch me bleed until I cant breathe Im shaking falling onto my knees And now that Im without your kisses Ill be needing stitches Im tripping over myself Im aching begging you to come help And now that Im without your kisses Ill be needing stitches  ,pop
1917,Shawn Mendes,STITCHES,verse 2,Am G C F Am G C F Am G C F Am G C F,Just like a moth drawn to a flame Oh you lured me in I couldnt sense the pain Your bitter heart cold to the touch Now Im gonna reap what I sow Im left seeing red on my own  ,pop
1918,Shawn Mendes,STITCHES,pre-chorus,F G Am F G Am,Got a feeling that Im going under But I know that Ill make it out alive If I quit calling you my lover Move on  ,pop
1919,Shawn Mendes,STITCHES,chorus,Am G C F Am G F C Am G C F Am G F C,You watch me bleed until I cant breathe Im shaking falling onto my knees And now that Im without your kisses Ill be needing stitches Im tripping over myself Im aching begging you to come help And now that Im without your kisses Ill be needing stitches  ,pop
1920,Shawn Mendes,STITCHES,bridge,Am G C F Am G C F Am G C F Am G C F,Needle and the thread Gotta get you out of my head Needle and the thread Gonna wind up dead Needle and the thread Gotta get you out of my head Needle and the thread Gonna wind up dead Needle and the thread Gotta get you out of my head Needle and the thread Gonna wind up dead Needle and the thread Gotta get you out of my head Needle and the thread Gonna wind up dead  ,pop
1921,Shawn Mendes,STITCHES,chorus,Am G C F Am G F C Am G C F Am G F C Am G F C Em,You watch me bleed until I cant breathe Im shaking falling onto my knees And now that Im without your kisses Ill be needing stitches Im tripping over myself Im aching begging you to come help And now that Im without your kisses Ill be needing stitches  And now that Im without your kisses Ill be needing stitches,pop
1922,Gotye,SOMEBODY THAT I USED TO KNOW,intro,Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C,   ,pop
1923,Gotye,SOMEBODY THAT I USED TO KNOW,verse 1,Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C, Now and then I think of when we were together Like when you said you felt so happy you could die Told myself that you were right for me But felt so lonely in your company But that was love and its an ache I still remember  ,pop
1924,Gotye,SOMEBODY THAT I USED TO KNOW,bridge,Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C,,pop
1925,Gotye,SOMEBODY THAT I USED TO KNOW,verse,Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C, You can get addicted to a certain kind of sadness Like resignation to the end Always the end So when we found that we could not make sense Well you said that we would still be friends But Ill admit that I was glad that it was over  ,pop
1926,Gotye,SOMEBODY THAT I USED TO KNOW,chorus,Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C, But you didnt have to cut me off Make out like it never happened And that we were nothing And I dont even need your love But you treat me like a stranger And that feels so rough  You didnt have to stoop so low Have your friends collect your records And then change your number I guess that I dont need that though Now youre just somebody that I used to know  ,pop
1927,Gotye,SOMEBODY THAT I USED TO KNOW,interlude,Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C,  Now youre just somebody that I used to know   Now youre just somebody that I used to know  ,pop
1928,Gotye,SOMEBODY THAT I USED TO KNOW,instrumental,Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C,,pop
1929,Gotye,SOMEBODY THAT I USED TO KNOW,verse 2,Dm C Dm C Dm C Dm C Dm C Dm C Dm C Dm C C C C C N.C., Now and then I think of all the times you screwed me over But had me believing it was always something that Id done And I dont wanna live that way Reading into every word you say You said that you could let it go And I wouldnt catch you hung up on somebody that you used to know  ,pop
1930,Gotye,SOMEBODY THAT I USED TO KNOW,chorus,Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C, But you didnt have to cut me off Make out like it never happened And that we were nothing And I dont even need your love But you treat me like a stranger And that feels so rough  You didnt have to stoop so low Have your friends collect your records And then change your number I guess that I dont need that though Now youre just somebody that I used to know  ,pop
1931,Gotye,SOMEBODY THAT I USED TO KNOW,outro,Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C Dm C Bb C, Somebody... I used to know Somebody... That I used to know Somebody... I used to know Somebody... (Now youre just somebody that I used to know) I used to know That I used to know I used to know Somebody...,pop
1932,Adele,ROLLING IN THE DEEP,intro,Am,,pop
1933,Adele,ROLLING IN THE DEEP,verse,Am Em G Em G Am Em G Em G Am Em G Em G Am Em G Em G, Theres a fire starting in my heart Reaching a fever pitch and its bringing me out the dark Finally I can see you crystal clear. Go ahead and sell me out and Ill lay your ship bare.  See how I leave with every piece of you Dont underestimate the things that I will do. Theres a fire starting in my heart Reaching a fever pitch and its bringing me out the dark  ,pop
1934,Adele,ROLLING IN THE DEEP,pre-chorus,F G Em F F G Em E7, ..The scars of your love remind me of us. ..They keep me thinking that we almost had it all ..The scars of your love they leave me breathless I cant help feeling...  ,pop
